,CustomerKey,AverageVisitPerMonth,AverageSpentEachMonth,TotalVisit,TotalMonth,Gender,TotalChildren,HouseOwnerFlag,SalesTerritoryRegion,SalesTerritoryCountry,SalesTerritoryGroup,EnglishEducation,EnglishOccupation,Age,DateFirstPurchase,CommuteDistance,NumberCarsOwned,YearlyIncomeBand,TotalOrderNumber,TotalSpent,TotalProfit,TotalTransaction,AverageBasket,ChurnTarget
4079,26859,2,33.98,2,1,M,2,1,France,France,Europe,Partial College,Clerical,50,2013-07-18,0-1 Miles,2,Below 40k,2,33.98,21.2714,1,2,0
4080,17848,1,1958.7712,3,2,M,0,0,Germany,Germany,Europe,Partial College,Clerical,40,2012-10-09,2-5 Miles,1,Below 40k,3,3917.5425,1501.2624,2,1,0
4081,23819,1,2401.055,3,2,F,0,1,Canada,Canada,North America,Graduate Degree,Skilled Manual,36,2011-10-14,1-2 Miles,0,40K TO 80K,3,4802.11,1872.3027,2,1,0
4082,12458,1,49.99,1,1,F,1,1,Germany,Germany,Europe,Bachelors,Clerical,47,2013-09-04,1-2 Miles,0,Below 40k,1,49.99,11.4977,1,1,0
4083,25293,2,67.59,2,1,M,4,1,Northwest,United States,North America,Bachelors,Management,51,2013-09-27,1-2 Miles,0,80k to 120k,2,67.59,42.3113,1,2,0
4085,13932,1,21.98,1,1,M,4,1,Southwest,United States,North America,High School,Skilled Manual,48,2013-11-06,10+ Miles,3,40K TO 80K,1,21.98,13.7595,1,1,0
4087,19322,1,782.7137,2,2,M,1,0,United Kingdom,United Kingdom,Europe,High School,Manual,43,2012-05-11,1-2 Miles,1,Below 40k,2,1565.4275,651.5604,2,1,0
4088,13334,4,71.95,4,1,F,5,1,Northwest,United States,North America,Bachelors,Management,75,2013-07-31,1-2 Miles,2,80k to 120k,4,71.95,45.0406,1,4,0
4092,15206,2,49.48,4,2,M,4,0,Australia,Australia,Pacific,Bachelors,Professional,48,2013-05-31,0-1 Miles,0,80k to 120k,4,98.96,61.9488,2,2,0
4094,21194,2,1955.7662,4,2,F,1,1,Australia,Australia,Pacific,Bachelors,Professional,47,2012-01-25,0-1 Miles,1,40K TO 80K,4,3911.5325,1497.5001,2,2,0
4095,16680,2,52.43,5,2,M,0,0,Australia,Australia,Pacific,Bachelors,Professional,52,2013-08-09,0-1 Miles,1,40K TO 80K,5,104.86,65.6422,2,2,0
4096,20012,3,554.97,3,1,F,4,1,Southwest,United States,North America,Graduate Degree,Professional,43,2013-12-08,2-5 Miles,0,40K TO 80K,3,554.97,254.7877,1,3,0
4097,12352,3,137.12,7,2,M,0,0,Australia,Australia,Pacific,High School,Management,42,2013-09-28,10+ Miles,2,80k to 120k,7,274.24,171.674,3,2,0
4099,24987,2,2413.06,2,1,M,2,1,Southwest,United States,North America,Partial College,Professional,64,2013-11-12,2-5 Miles,2,40K TO 80K,2,2413.06,920.2798,1,2,0
4101,27151,2,6.28,2,1,F,0,1,United Kingdom,United Kingdom,Europe,Partial High School,Manual,36,2013-10-08,1-2 Miles,2,Below 40k,2,6.28,3.9312,1,2,0
4103,14808,3,82.1,6,2,F,4,1,United Kingdom,United Kingdom,Europe,Partial High School,Manual,40,2013-06-09,0-1 Miles,2,Below 40k,6,164.2,82.993,2,3,0
4104,16282,2,32.125,4,2,F,3,1,United Kingdom,United Kingdom,Europe,High School,Manual,51,2013-05-13,0-1 Miles,2,Below 40k,4,64.25,40.2204,2,2,0
4106,26461,2,58.98,2,1,F,3,0,Canada,Canada,North America,Bachelors,Management,74,2013-12-31,1-2 Miles,2,40K TO 80K,2,58.98,15.5414,1,2,0
4107,12166,2,40.555,9,4,M,5,1,Canada,Canada,North America,Partial College,Professional,36,2013-07-11,5-10 Miles,2,80k to 120k,9,162.22,101.5494,4,2,0
4108,11170,3,78.615,7,2,F,4,1,Northwest,United States,North America,Bachelors,Management,47,2013-08-26,0-1 Miles,1,80k to 120k,7,157.23,75.0698,2,3,0
4109,25233,2,7.28,2,1,M,4,1,Australia,Australia,Pacific,Bachelors,Professional,56,2013-07-11,10+ Miles,1,80k to 120k,2,7.28,4.5572,1,2,0
4110,22007,2,44.98,2,1,F,0,0,Northwest,United States,North America,High School,Skilled Manual,38,2013-12-10,5-10 Miles,2,Below 40k,2,44.98,28.1574,1,2,0
4111,22531,3,184.48,3,1,F,0,1,France,France,Europe,High School,Manual,38,2013-10-02,2-5 Miles,1,Below 40k,3,184.48,115.4844,1,3,0
4112,26444,2,969.355,5,2,F,0,1,Australia,Australia,Pacific,Partial High School,Professional,44,2012-05-22,10+ Miles,4,80k to 120k,5,1938.71,725.7475,2,2,0
4114,22176,4,100.46,4,1,M,3,0,Australia,Australia,Pacific,Partial College,Skilled Manual,61,2013-07-05,1-2 Miles,2,40K TO 80K,4,100.46,62.8879,1,4,0
4116,13640,2,35.625,5,2,F,0,0,Australia,Australia,Pacific,High School,Management,44,2013-03-15,10+ Miles,4,80k to 120k,5,71.25,44.6023,2,2,0
4117,18263,2,63.47,5,2,F,3,1,Australia,Australia,Pacific,Bachelors,Professional,45,2013-02-24,5-10 Miles,2,40K TO 80K,5,126.94,79.4643,2,2,0
4118,24755,2,39.98,2,1,M,1,1,Canada,Canada,North America,Partial College,Clerical,57,2013-08-10,0-1 Miles,1,40K TO 80K,2,39.98,25.0274,1,2,0
4119,14868,2,798.7791,5,2,F,3,1,Southwest,United States,North America,Partial College,Clerical,39,2011-09-29,1-2 Miles,0,40K TO 80K,5,1597.5582,696.6026,2,2,0
4120,15037,2,1928.1898,5,2,M,0,1,Australia,Australia,Pacific,Bachelors,Clerical,35,2012-10-22,0-1 Miles,0,Below 40k,5,3856.3796,1624.6088,2,2,0
4121,13563,2,2974.115,5,2,M,0,0,United Kingdom,United Kingdom,Europe,Graduate Degree,Skilled Manual,45,2011-01-08,0-1 Miles,0,40K TO 80K,5,5948.23,2492.6274,2,2,0
4122,27812,2,39.98,2,1,F,0,0,France,France,Europe,High School,Manual,38,2013-08-18,1-2 Miles,1,Below 40k,2,39.98,25.0274,1,2,0
4123,19737,3,621.96,3,1,F,5,1,Northwest,United States,North America,Graduate Degree,Management,69,2013-07-25,10+ Miles,2,40K TO 80K,3,621.96,292.4353,1,3,0
4124,16511,2,23.63,4,2,M,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Clerical,73,2013-02-02,0-1 Miles,0,Below 40k,4,47.26,29.5846,2,2,0
4125,12183,2,57.105,10,4,F,5,1,Canada,Canada,North America,Partial College,Professional,54,2013-02-19,5-10 Miles,3,80k to 120k,10,228.42,142.9906,4,2,0
4127,26876,4,588.96,4,1,F,0,0,United Kingdom,United Kingdom,Europe,Partial College,Clerical,37,2013-06-12,0-1 Miles,1,Below 40k,4,588.96,226.9955,1,4,0
4128,15515,2,7.28,2,1,M,5,1,Northwest,United States,North America,Graduate Degree,Professional,46,2013-11-30,2-5 Miles,2,40K TO 80K,2,7.28,4.5572,1,2,0
4129,19952,2,19.73,4,2,F,0,1,Australia,Australia,Pacific,Bachelors,Professional,40,2013-03-06,10+ Miles,2,80k to 120k,4,39.46,24.7018,2,2,0
4131,27918,2,2999.305,5,2,F,0,1,Southwest,United States,North America,Partial College,Skilled Manual,37,2011-02-16,5-10 Miles,2,40K TO 80K,5,5998.61,2331.8128,2,2,0
4132,23590,3,69.97,3,1,M,0,0,Southwest,United States,North America,Bachelors,Management,48,2014-01-05,1-2 Miles,3,Above 120k,3,69.97,43.8011,1,3,0
4134,25402,2,1249.84,2,1,F,1,1,Northwest,United States,North America,Graduate Degree,Professional,40,2013-06-14,2-5 Miles,0,40K TO 80K,2,1249.84,481.6029,1,2,0
4136,16451,1,2316.4312,3,2,M,0,0,Germany,Germany,Europe,Partial College,Clerical,37,2012-05-30,0-1 Miles,1,Below 40k,3,4632.8625,1754.2575,2,1,0
4137,14041,2,2382.51,5,2,F,2,1,Canada,Canada,North America,Partial High School,Skilled Manual,52,2013-05-04,5-10 Miles,2,80k to 120k,5,4765.02,1998.9517,2,2,0
4138,20533,4,31.92,4,1,M,2,1,Southwest,United States,North America,Partial College,Professional,64,2013-08-04,2-5 Miles,1,40K TO 80K,4,31.92,16.4218,1,4,0
4140,14287,1,1713.8094,4,3,M,0,1,Australia,Australia,Pacific,Graduate Degree,Management,44,2012-09-09,0-1 Miles,1,Above 120k,4,5141.4282,2301.6258,3,1,0
4141,26338,1,2234.0791,3,2,F,4,1,Southwest,United States,North America,Graduate Degree,Professional,49,2012-04-11,2-5 Miles,0,40K TO 80K,3,4468.1582,1867.324,2,1,0
4142,14977,2,29.98,2,1,F,3,1,France,France,Europe,Partial College,Clerical,37,2014-01-17,0-1 Miles,2,Below 40k,2,29.98,18.7674,1,2,0
4143,12813,5,4367.0182,5,1,M,1,1,Germany,Germany,Europe,Bachelors,Clerical,47,2012-11-02,2-5 Miles,0,Below 40k,5,4367.0182,2000.651,2,2,0
4144,24174,1,1491.67,2,2,M,0,1,Australia,Australia,Pacific,Bachelors,Clerical,36,2012-10-16,0-1 Miles,0,Below 40k,2,2983.34,1120.904,2,1,0
4145,19305,2,811.1987,4,2,F,2,1,United Kingdom,United Kingdom,Europe,High School,Manual,47,2012-04-18,0-1 Miles,1,Below 40k,4,1622.3975,687.2236,2,2,0
4146,21901,2,14.98,2,1,F,5,1,Northwest,United States,North America,Partial College,Professional,51,2014-01-02,0-1 Miles,3,80k to 120k,2,14.98,9.3774,1,2,0
4147,11751,3,4107.51,6,2,F,4,1,Australia,Australia,Pacific,Graduate Degree,Management,44,2011-07-08,0-1 Miles,1,80k to 120k,6,8215.02,3492.4254,3,2,0
4148,11230,2,27.11,5,2,F,4,0,Southwest,United States,North America,Partial College,Professional,64,2013-07-16,2-5 Miles,2,40K TO 80K,5,54.22,33.9416,2,2,0
4149,17679,2,39.98,2,1,M,2,1,Northwest,United States,North America,Partial College,Clerical,56,2013-10-19,0-1 Miles,1,40K TO 80K,2,39.98,25.0274,1,2,0
4152,21117,3,60.47,3,1,M,0,1,France,France,Europe,Partial High School,Manual,40,2013-08-21,0-1 Miles,2,Below 40k,3,60.47,37.8541,1,3,0
4154,14456,2,1702.9537,4,2,M,0,0,Northwest,United States,North America,Partial College,Professional,41,2012-10-30,2-5 Miles,2,80k to 120k,4,3405.9075,1502.6693,2,2,0
4155,21426,3,1149.47,3,1,M,2,0,Southwest,United States,North America,High School,Professional,58,2013-10-17,1-2 Miles,2,40K TO 80K,3,1149.47,425.5516,1,3,0
4156,11061,2,2709.6733,6,3,M,2,1,Australia,Australia,Pacific,Partial College,Skilled Manual,44,2011-03-13,5-10 Miles,2,80k to 120k,6,8129.02,3464.6793,3,2,0
4157,22422,2,1735.98,2,1,F,3,0,United Kingdom,United Kingdom,Europe,Graduate Degree,Clerical,50,2013-09-18,0-1 Miles,0,Below 40k,2,1735.98,640.3837,1,2,0
4158,28734,2,2419.06,2,1,F,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Skilled Manual,35,2013-09-29,1-2 Miles,0,40K TO 80K,2,2419.06,924.0358,1,2,0
4159,14499,3,15.23,3,1,M,2,1,Southwest,United States,North America,Graduate Degree,Management,78,2013-10-30,5-10 Miles,3,80k to 120k,3,15.23,9.5339,1,3,0
4160,20427,1,2657.125,3,2,M,3,1,Australia,Australia,Pacific,Partial College,Skilled Manual,62,2011-11-25,5-10 Miles,2,40K TO 80K,3,5314.25,2047.3595,2,1,0
4162,15283,4,865.95,4,1,M,0,0,Canada,Canada,North America,Graduate Degree,Skilled Manual,42,2013-10-10,1-2 Miles,0,40K TO 80K,4,865.95,390.2995,1,4,0
4163,12704,2,108.73,5,2,F,0,1,Australia,Australia,Pacific,Partial High School,Management,44,2013-08-08,10+ Miles,4,Above 120k,5,217.46,136.1298,3,1,0
4164,15973,2,39.98,2,1,M,2,1,Northwest,United States,North America,Graduate Degree,Management,78,2013-12-03,1-2 Miles,2,40K TO 80K,2,39.98,25.0274,1,2,0
4166,27397,3,33.43,3,1,M,4,1,Southwest,United States,North America,Bachelors,Management,72,2013-11-23,10+ Miles,2,40K TO 80K,3,33.43,20.9271,1,3,0
4168,16620,1,2947.62,3,2,M,0,1,Australia,Australia,Pacific,Bachelors,Professional,36,2011-01-18,10+ Miles,3,80k to 120k,3,5895.24,2463.744,2,1,0
4170,20258,1,3014.785,3,2,F,0,0,Australia,Australia,Pacific,Bachelors,Professional,41,2011-11-22,0-1 Miles,1,40K TO 80K,3,6029.57,2300.3546,2,1,0
4171,13225,1,2251.9212,3,2,M,5,0,Southwest,United States,North America,Bachelors,Management,68,2012-01-09,2-5 Miles,3,40K TO 80K,3,4503.8425,1916.6827,2,1,0
4172,15930,4,83.97,4,1,F,2,1,France,France,Europe,High School,Professional,60,2013-09-06,10+ Miles,4,80k to 120k,4,83.97,49.0051,1,4,0
4173,24586,2,4144.34,2,1,M,0,1,Australia,Australia,Pacific,Bachelors,Professional,39,2012-12-10,10+ Miles,2,40K TO 80K,2,4144.34,1543.0436,2,1,0
4178,28316,1,539.99,1,1,F,1,0,Australia,Australia,Pacific,Bachelors,Professional,53,2013-06-01,0-1 Miles,1,40K TO 80K,1,539.99,196.3404,1,1,0
4179,17573,2,1735.98,2,1,F,2,0,Southwest,United States,North America,Bachelors,Skilled Manual,45,2013-08-13,0-1 Miles,0,40K TO 80K,2,1735.98,640.3837,1,2,0
4182,21841,1,24.99,1,1,F,3,1,United Kingdom,United Kingdom,Europe,Bachelors,Management,70,2013-07-19,5-10 Miles,4,Above 120k,1,24.99,15.6437,1,1,0
4183,11121,2,19.3866,6,3,M,5,1,Australia,Australia,Pacific,Partial College,Skilled Manual,54,2013-06-24,10+ Miles,3,40K TO 80K,6,58.16,36.408,3,2,0
4184,25445,2,1735.98,2,1,F,0,1,Germany,Germany,Europe,Graduate Degree,Clerical,46,2013-07-01,0-1 Miles,0,40K TO 80K,2,1735.98,640.3837,1,2,0
4185,20444,2,3042.795,5,2,F,2,1,Australia,Australia,Pacific,High School,Skilled Manual,54,2011-11-27,5-10 Miles,2,80k to 120k,5,6085.59,2315.627,2,2,0
4186,15389,2,1576.48,5,2,F,1,0,Southwest,United States,North America,Bachelors,Management,53,2012-05-29,0-1 Miles,3,Above 120k,5,3152.96,1386.2295,2,2,0
4187,26750,1,969.235,3,2,M,1,0,Australia,Australia,Pacific,Partial College,Skilled Manual,55,2012-09-22,0-1 Miles,1,40K TO 80K,3,1938.47,725.5973,2,1,0
4189,28811,3,63.97,3,1,M,1,0,Southwest,United States,North America,Graduate Degree,Skilled Manual,42,2013-08-11,0-1 Miles,0,40K TO 80K,3,63.97,40.0451,1,3,0
4191,26919,2,675.375,5,2,M,0,1,Australia,Australia,Pacific,High School,Manual,39,2012-10-23,0-1 Miles,2,Below 40k,5,1350.75,510.0077,2,2,0
4192,18970,2,133.49,2,1,M,3,1,Southwest,United States,North America,Graduate Degree,Management,71,2013-11-17,1-2 Miles,2,40K TO 80K,2,133.49,83.5647,1,2,0
4193,18429,2,2341.97,2,1,F,3,1,Northwest,United States,North America,Graduate Degree,Management,62,2013-12-09,5-10 Miles,2,40K TO 80K,2,2341.97,1068.13,1,2,0
4194,16099,3,89.97,3,1,M,5,1,Northwest,United States,North America,Graduate Degree,Professional,40,2013-11-29,0-1 Miles,2,40K TO 80K,3,89.97,36.5251,1,3,0
4196,16955,3,1760.47,3,1,M,2,1,Canada,Canada,North America,Bachelors,Skilled Manual,45,2013-06-28,2-5 Miles,0,40K TO 80K,3,1760.47,655.7144,1,3,0
4197,17032,2,12.94,2,1,F,5,1,Southwest,United States,North America,Bachelors,Professional,55,2013-10-13,2-5 Miles,1,40K TO 80K,2,12.94,8.1004,1,2,0
4200,17496,2,114.725,5,2,F,2,1,Australia,Australia,Pacific,Partial High School,Clerical,64,2013-09-27,5-10 Miles,2,Below 40k,5,229.45,122.2556,2,2,0
4202,19903,6,3177.94,6,1,M,2,1,France,France,Europe,High School,Professional,58,2012-11-28,5-10 Miles,4,80k to 120k,6,3177.94,1382.0709,2,3,0
4204,25737,4,1764.96,4,1,M,3,1,Germany,Germany,Europe,Graduate Degree,Clerical,38,2013-09-10,0-1 Miles,0,40K TO 80K,4,1764.96,658.5251,1,4,0
4205,25940,2,638.7791,5,2,M,2,1,Australia,Australia,Pacific,Partial High School,Clerical,63,2011-12-18,5-10 Miles,2,Below 40k,5,1277.5582,506.3744,2,2,0
4206,28608,2,78.98,2,1,M,3,0,Canada,Canada,North America,Partial High School,Clerical,59,2013-11-12,1-2 Miles,2,Below 40k,2,78.98,45.8814,1,2,0
4208,20736,1,1597.2891,3,2,F,4,1,Canada,Canada,North America,Partial College,Clerical,40,2012-07-09,1-2 Miles,1,40K TO 80K,3,3194.5782,1366.3421,2,1,0
4210,22302,3,1763.97,3,1,M,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Skilled Manual,41,2013-07-10,1-2 Miles,0,40K TO 80K,3,1763.97,632.9654,1,3,0
4211,24466,1,1668.5212,3,2,F,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,54,2012-12-01,5-10 Miles,1,40K TO 80K,3,3337.0425,1290.1926,2,1,0
4212,11044,3,3257.65,7,2,M,2,1,Australia,Australia,Pacific,Partial High School,Clerical,66,2011-02-28,1-2 Miles,2,Below 40k,7,6515.3,2843.8886,3,2,0
4215,12518,1,8.99,1,1,F,0,0,Germany,Germany,Europe,Partial College,Clerical,37,2013-08-01,2-5 Miles,1,Below 40k,1,8.99,2.0677,1,1,0
4216,11585,1,49.99,1,1,F,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Skilled Manual,44,2014-01-10,0-1 Miles,0,40K TO 80K,1,49.99,11.4977,1,1,0
4218,20241,2,2673.615,5,2,M,1,0,Australia,Australia,Pacific,Partial College,Skilled Manual,53,2011-10-13,0-1 Miles,1,40K TO 80K,5,5347.23,2046.6249,2,2,0
4219,16494,2,2980.6,4,2,F,2,0,Australia,Australia,Pacific,Partial College,Skilled Manual,55,2011-01-24,1-2 Miles,2,80k to 120k,4,5961.2,2500.7467,2,2,0
4220,25814,3,61.96,3,1,F,0,0,Australia,Australia,Pacific,Bachelors,Professional,39,2013-09-01,10+ Miles,3,80k to 120k,3,61.96,38.7869,1,3,0
4222,25173,3,36.96,3,1,F,5,1,Canada,Canada,North America,Partial College,Professional,53,2013-06-18,5-10 Miles,2,80k to 120k,3,36.96,23.1369,1,3,0
4223,18203,1,2086.125,3,2,M,0,1,Australia,Australia,Pacific,High School,Management,42,2011-05-11,10+ Miles,2,80k to 120k,3,4172.25,1664.8038,2,1,0
4224,17370,2,2371.37,4,2,M,2,0,Australia,Australia,Pacific,Partial College,Clerical,70,2011-04-22,5-10 Miles,2,Below 40k,4,4742.74,1841.9174,2,2,0
4229,18844,2,123.98,2,1,M,2,1,Northwest,United States,North America,Graduate Degree,Management,73,2013-06-21,5-10 Miles,2,40K TO 80K,2,123.98,56.2314,1,2,0
4230,26647,2,1444.9691,4,2,F,1,1,Southwest,United States,North America,Bachelors,Professional,51,2012-06-26,2-5 Miles,1,40K TO 80K,4,2889.9382,1285.8481,2,2,0
4231,17968,1,1521.665,3,2,F,2,1,United Kingdom,United Kingdom,Europe,Partial College,Manual,57,2012-09-13,2-5 Miles,1,Below 40k,3,3043.33,1203.2394,2,1,0
4232,15804,4,98.96,4,1,F,5,1,Australia,Australia,Pacific,Bachelors,Professional,52,2013-12-12,5-10 Miles,2,40K TO 80K,4,98.96,61.9488,2,2,0
4233,17662,3,1763.97,3,1,M,1,1,Southwest,United States,North America,Partial College,Clerical,55,2013-08-04,1-2 Miles,1,40K TO 80K,3,1763.97,632.9654,1,3,0
4237,25571,4,588.96,4,1,M,1,0,Germany,Germany,Europe,Bachelors,Clerical,72,2013-12-17,0-1 Miles,0,Below 40k,4,588.96,226.9955,1,4,0
4238,11662,2,50.135,4,2,M,2,1,Northwest,United States,North America,Graduate Degree,Professional,44,2013-05-06,2-5 Miles,0,40K TO 80K,4,100.27,37.8289,2,2,0
4240,27337,2,11.94,2,1,F,5,1,United Kingdom,United Kingdom,Europe,Partial High School,Professional,67,2013-08-28,0-1 Miles,4,Above 120k,2,11.94,7.4744,1,2,0
4241,24005,1,1378.2712,3,2,M,0,0,Australia,Australia,Pacific,Bachelors,Clerical,36,2012-09-01,0-1 Miles,0,Below 40k,3,2756.5425,1079.1228,2,1,0
4242,13285,3,71.45,11,3,F,4,1,Canada,Canada,North America,Partial College,Professional,52,2013-02-06,0-1 Miles,2,80k to 120k,11,214.35,134.1828,3,3,0
4243,29023,3,35.23,3,1,M,2,1,Northwest,United States,North America,Partial College,Professional,63,2013-10-12,10+ Miles,1,40K TO 80K,3,35.23,22.0539,1,3,0
4244,26355,2,62.98,2,1,M,2,0,France,France,Europe,High School,Manual,89,2013-12-04,1-2 Miles,1,Below 40k,2,62.98,14.4854,1,2,0
4246,20367,3,128.97,3,1,F,4,0,Southwest,United States,North America,High School,Professional,44,2013-11-30,2-5 Miles,2,Above 120k,3,128.97,57.3791,1,3,0
4247,11356,2,1689.7633,8,3,M,0,0,Australia,Australia,Pacific,Partial College,Manual,35,2011-05-10,2-5 Miles,1,Below 40k,8,5069.29,2221.7322,3,2,0
4248,15684,2,2321.0241,8,3,M,5,0,Germany,Germany,Europe,Partial College,Professional,65,2012-03-09,2-5 Miles,2,80k to 120k,8,6963.0725,2866.593,3,2,0
4249,21008,3,1957.47,3,1,F,1,0,Germany,Germany,Europe,Partial College,Manual,54,2012-11-06,0-1 Miles,0,Below 40k,3,1957.47,716.1113,2,1,0
4251,24881,1,4.99,1,1,F,4,1,United Kingdom,United Kingdom,Europe,High School,Management,67,2013-06-12,0-1 Miles,4,Above 120k,1,4.99,3.1237,1,1,0
4255,23464,1,29.99,1,1,M,1,1,Southwest,United States,North America,Graduate Degree,Management,50,2013-11-14,0-1 Miles,0,Above 120k,1,29.99,18.7737,1,1,0
4256,14118,2,2370.67,4,2,F,1,1,Canada,Canada,North America,Bachelors,Management,42,2013-04-30,1-2 Miles,2,80k to 120k,4,4741.34,1979.8398,2,2,0
4257,11954,2,2955.275,4,2,M,0,1,Southwest,United States,North America,Partial College,Skilled Manual,39,2011-11-01,5-10 Miles,2,40K TO 80K,4,5910.55,2473.328,2,2,0
4259,17739,1,1368.2087,3,2,M,1,0,France,France,Europe,Partial College,Manual,48,2012-07-22,0-1 Miles,0,Below 40k,3,2736.4175,1035.172,2,1,0
4262,28104,2,7.28,2,1,F,0,1,Southwest,United States,North America,Partial College,Skilled Manual,37,2013-11-29,5-10 Miles,2,40K TO 80K,2,7.28,4.5572,1,2,0
4264,11811,1,2949.13,2,2,F,0,1,Southwest,United States,North America,Bachelors,Professional,42,2011-10-15,2-5 Miles,1,40K TO 80K,2,5898.26,2461.3463,2,1,0
4268,16265,2,27.28,2,1,F,1,1,France,France,Europe,Bachelors,Clerical,38,2013-10-02,2-5 Miles,1,Below 40k,2,27.28,17.0772,1,2,0
4269,27626,2,33.98,2,1,M,4,1,Southwest,United States,North America,Bachelors,Management,80,2013-11-22,5-10 Miles,1,80k to 120k,2,33.98,21.2714,1,2,0
4270,19119,4,1764.96,4,1,M,1,1,Northwest,United States,North America,Graduate Degree,Professional,38,2013-12-14,0-1 Miles,0,40K TO 80K,4,1764.96,638.7291,1,4,0
4271,22193,1,2443.35,2,2,F,2,1,Australia,Australia,Pacific,High School,Skilled Manual,59,2012-04-28,5-10 Miles,2,80k to 120k,2,4886.7,1812.9657,2,1,0
4272,15701,2,39.43,5,2,F,4,0,United Kingdom,United Kingdom,Europe,Partial College,Professional,62,2013-03-29,10+ Miles,3,Above 120k,5,78.86,49.3662,2,2,0
4273,24114,3,1179.47,3,1,F,1,0,United Kingdom,United Kingdom,Europe,Partial College,Clerical,42,2013-07-31,0-1 Miles,1,Below 40k,3,1179.47,420.9756,1,3,0
4274,14227,2,57.48,4,2,F,0,1,Australia,Australia,Pacific,High School,Management,37,2013-02-26,10+ Miles,3,80k to 120k,4,114.96,52.1688,2,2,0
4275,25047,4,2448.04,4,1,M,0,1,Southwest,United States,North America,Partial College,Professional,41,2013-12-01,5-10 Miles,2,40K TO 80K,4,2448.04,922.3812,1,4,0
4277,11247,3,1782.8775,12,4,F,3,0,United Kingdom,United Kingdom,Europe,Partial College,Professional,59,2011-02-18,0-1 Miles,3,Above 120k,12,7131.51,3089.5266,4,3,0
4278,26152,1,969.235,3,2,F,0,0,Australia,Australia,Pacific,Bachelors,Professional,46,2012-03-01,5-10 Miles,2,40K TO 80K,3,1938.47,725.5973,2,1,0
4279,18077,2,80.22,5,2,M,2,1,Canada,Canada,North America,Partial College,Professional,62,2013-05-30,10+ Miles,1,40K TO 80K,5,160.44,100.4353,2,2,0
4280,13749,1,21.98,1,1,M,4,1,Southwest,United States,North America,Graduate Degree,Skilled Manual,51,2013-06-24,1-2 Miles,0,80k to 120k,1,21.98,13.7595,1,1,0
4281,18280,2,63.28,5,2,M,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,54,2013-11-22,5-10 Miles,1,40K TO 80K,5,126.56,59.4304,2,2,0
4282,21612,2,14.98,2,1,M,0,0,Northwest,United States,North America,Bachelors,Professional,48,2013-07-15,0-1 Miles,1,40K TO 80K,2,14.98,9.3774,1,2,0
4286,14682,2,69.225,5,2,F,0,0,Australia,Australia,Pacific,Bachelors,Professional,41,2013-05-17,5-10 Miles,1,40K TO 80K,5,138.45,66.8735,2,2,0
4288,15223,1,2183.2048,2,2,F,0,1,Australia,Australia,Pacific,Bachelors,Professional,45,2012-11-04,5-10 Miles,1,40K TO 80K,2,4366.4096,1996.5724,2,1,0
4289,26043,4,191.27,4,1,F,2,1,Northwest,United States,North America,Partial High School,Skilled Manual,53,2013-10-29,5-10 Miles,2,80k to 120k,4,191.27,119.7349,1,4,0
4290,19551,1,69.99,1,1,M,5,1,Northwest,United States,North America,Graduate Degree,Professional,51,2013-09-27,0-1 Miles,0,40K TO 80K,1,69.99,43.8137,1,1,0
4293,15332,2,39.98,2,1,M,2,1,Northwest,United States,North America,Partial College,Professional,60,2013-11-27,10+ Miles,2,40K TO 80K,2,39.98,25.0274,1,2,0
4294,23988,3,1179.47,3,1,M,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Clerical,74,2013-06-05,0-1 Miles,0,Below 40k,3,1179.47,420.9756,1,3,0
4295,16116,2,2341.97,2,1,M,0,1,Southwest,United States,North America,Bachelors,Professional,47,2013-10-25,2-5 Miles,1,40K TO 80K,2,2341.97,1068.13,1,2,0
4296,29226,2,38.98,2,1,F,2,1,Northwest,United States,North America,Graduate Degree,Management,81,2013-07-18,5-10 Miles,2,40K TO 80K,2,38.98,24.4014,1,2,0
